"시도별","품목별",2020.01,2020.02,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.10,2020.11,2020.12,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.10,2022.11,2022.12,2023.01,2023.02,2023.03,2023.04,2023.05,2023.06,2023.07,2023.08,2023.09,2023.10,2023.11,2023.12,2024.01,2024.02,2024.03,2024.04,2024.05,2024.06,2024.07,2024.08,2024.09
"전국","김",100.31,99.56,101.08,100.21,99.83,100.29,99.84,99.78,99.98,99.49,99.86,99.79,98.87,99.38,99.23,98.45,98.15,98.27,98.70,98.97,99.80,99.44,99.77,98.15,98.22,97.66,98.61,100.23,101.26,102.96,104.61,104.90,105.30,104.68,105.86,106.92,109.12,109.20,107.89,108.64,108.09,107.00,108.23,109.05,107.68,108.20,109.09,111.33,110.41,112.61,115.05,119.45,127.38,137.59,140.26,141.54,142.87
"전국","맛김",100.56,98.66,101.63,101.17,101.23,100.94,99.24,97.67,99.45,100.15,99.69,99.60,98.09,98.90,100.65,99.58,99.22,99.82,98.95,99.50,99.66,101.04,99.47,99.88,99.86,99.67,101.64,100.16,102.06,105.16,105.68,108.13,106.86,107.54,107.81,106.93,107.84,107.17,108.09,105.95,107.10,108.17,106.75,105.22,106.10,106.73,107.68,110.06,106.80,109.88,109.67,112.37,115.78,118.01,124.56,126.20,127.38
